city,category,year,count,region,total_count,cumulative_count
Mallapuram,killed,2014,357,non_metro,1727,1360
Meerut,killed,2014,387,non_metro,1966,1570
Mumbai,killed,2014,534,metro,2698,2087
Nagpur,killed,2014,281,non_metro,1367,1107
Nashik,killed,2014,172,non_metro,695,461
Patna,killed,2014,493,non_metro,2284,2023
Pune,killed,2014,399,metro,1707,1269
Raipur,killed,2014,442,non_metro,1646,1198
Rajkot,killed,2014,150,non_metro,742,592
Srinagar,killed,2014,58,non_metro,318,255
Surat,killed,2014,267,non_metro,1228,971
Thiruvananthapuram,killed,2014,175,non_metro,701,537
Thrissur,killed,2014,107,non_metro,618,508
Tiruchirapalli,killed,2014,180,non_metro,612,451
Vadodara,killed,2014,217,non_metro,972,743
Varanasi,killed,2014,231,non_metro,940,737
Vijayawada City,killed,2014,335,non_metro,1429,1050
Visakhapatnam,killed,2014,342,non_metro,1924,1551
Agra,injured,2014,747,non_metro,3868,3218
Ahmedabad,injured,2014,1597,non_metro,9055,7333
Allahabad,injured,2014,758,non_metro,2842,2144
Amritsar,injured,2014,125,non_metro,361,272
Asansol-Durgapur,injured,2014,284,non_metro,1408,1188
Aurangabad,injured,2014,578,non_metro,3188,2518
Bengaluru,injured,2014,4098,metro,21968,17911
Bhopal,injured,2014,2601,non_metro,14041,11262
Chandigarh,injured,2014,335,non_metro,1348,1017
Chennai,injured,2014,9355,metro,34003,26683
Coimbatore,injured,2014,1465,non_metro,6058,4665
Delhi,injured,2014,8283,metro,37498,29240
Dhanbad,injured,2014,77,non_metro,1062,925
Faridabad,injured,2014,466,non_metro,2644,2105
Ghaziabad,injured,2014,647,non_metro,3509,2841
Gwalior,injured,2014,1630,non_metro,7863,6160
Hyderabad,injured,2014,2561,metro,12179,9797
Indore,injured,2014,4848,non_metro,22412,17727
Jabalpur,injured,2014,3074,non_metro,14464,11248
Jaipur,injured,2014,1693,non_metro,8430,6769
Jamshedpur,injured,2014,163,non_metro,1502,1173
Jodhpur,injured,2014,505,non_metro,2702,2002
Kannur,injured,2014,909,non_metro,4089,3293
Kanpur,injured,2014,941,non_metro,3899,2822
Khozikode,injured,2014,1253,non_metro,5569,4002
Kochi,injured,2014,2264,non_metro,11643,8922
Kolkata,injured,2014,3604,metro,16146,12817
Kollam,injured,2014,1768,non_metro,8748,7147
Kota,injured,2014,771,non_metro,3665,2952
Lucknow,injured,2014,838,non_metro,3923,3103
Ludhiana,injured,2014,271,non_metro,1325,1001
Madurai,injured,2014,643,non_metro,3823,2802
Mallapuram,injured,2014,3305,non_metro,16956,13692
Meerut,injured,2014,916,non_metro,3923,3202
Mumbai,injured,2014,3938,metro,21819,17790
Nagpur,injured,2014,1091,non_metro,5677,4444
Nashik,injured,2014,494,non_metro,2250,1571
Patna,injured,2014,682,non_metro,2771,2381
Pune,injured,2014,1402,metro,5715,4510
Raipur,injured,2014,1452,non_metro,5756,4325
Rajkot,injured,2014,690,non_metro,4192,3476
Srinagar,injured,2014,393,non_metro,2382,1920
Surat,injured,2014,817,non_metro,4038,3265
Thiruvananthapuram,injured,2014,2371,non_metro,9616,6956
Thrissur,injured,2014,1417,non_metro,7118,5580
Tiruchirapalli,injured,2014,766,non_metro,3204,2331
Vadodara,injured,2014,990,non_metro,5004,4020
Varanasi,injured,2014,190,non_metro,843,618
Vijayawada City,injured,2014,1578,non_metro,6036,4488
Visakhapatnam,injured,2014,1356,non_metro,6247,4934
Agra,total_accidents,2015,1143,non_metro,5367,5367
Ahmedabad,total_accidents,2015,1837,non_metro,9237,9237
Allahabad,total_accidents,2015,1019,non_metro,4178,4178
Amritsar,total_accidents,2015,150,non_metro,602,602
Asansol-Durgapur,total_accidents,2015,446,non_metro,2070,2070
Aurangabad,total_accidents,2015,654,non_metro,3213,3213
Bengaluru,total_accidents,2015,4834,metro,26592,26592
Bhopal,total_accidents,2015,3621,non_metro,17456,17456
Chandigarh,total_accidents,2015,416,non_metro,1614,1614
Chennai,total_accidents,2015,7328,metro,36306,36306
Coimbatore,total_accidents,2015,1513,non_metro,6661,6661
Delhi,total_accidents,2015,8085,metro,38492,38492
Dhanbad,total_accidents,2015,114,non_metro,986,986
Faridabad,total_accidents,2015,669,non_metro,3615,3615
Ghaziabad,total_accidents,2015,826,non_metro,4556,4556
Gwalior,total_accidents,2015,2140,non_metro,10037,10037
Hyderabad,total_accidents,2015,2761,metro,13488,13488
Indore,total_accidents,2015,5873,non_metro,27601,27601
Jabalpur,total_accidents,2015,3374,non_metro,15262,15262
Jaipur,total_accidents,2015,1894,non_metro,9402,9402
Jamshedpur,total_accidents,2015,347,non_metro,1838,1838
Jodhpur,total_accidents,2015,678,non_metro,2812,2812
Kannur,total_accidents,2015,624,non_metro,2962,2962
Kanpur,total_accidents,2015,1496,non_metro,5273,5273
Khozikode,total_accidents,2015,1487,non_metro,5085,5085
Kochi,total_accidents,2015,2561,non_metro,11332,11332
Kolkata,total_accidents,2015,4347,metro,20415,20415
Kollam,total_accidents,2015,1561,non_metro,8272,8272
Kota,total_accidents,2015,745,non_metro,3436,3436
Lucknow,total_accidents,2015,1371,non_metro,6453,6453
Ludhiana,total_accidents,2015,489,non_metro,2357,2357
Madurai,total_accidents,2015,1037,non_metro,3947,3947
Mallapuram,total_accidents,2015,2882,non_metro,13659,13659
Meerut,total_accidents,2015,962,non_metro,4701,4701
Mumbai,total_accidents,2015,23468,metro,119613,119613
Nagpur,total_accidents,2015,1254,non_metro,5982,5982
Nashik,total_accidents,2015,1301,non_metro,4521,4521
Patna,total_accidents,2015,665,non_metro,5482,5482
Pune,total_accidents,2015,1443,metro,6587,6587
Raipur,total_accidents,2015,2189,non_metro,8750,8750
Rajkot,total_accidents,2015,780,non_metro,4366,4366
Srinagar,total_accidents,2015,435,non_metro,2285,2285
Surat,total_accidents,2015,903,non_metro,5217,5217
Thiruvananthapuram,total_accidents,2015,2199,non_metro,8139,8139
Thrissur,total_accidents,2015,1406,non_metro,6570,6570
Tiruchirapalli,total_accidents,2015,828,non_metro,2958,2958
Vadodara,total_accidents,2015,1164,non_metro,6034,6034
Varanasi,total_accidents,2015,424,non_metro,1772,1772
Vijayawada City,total_accidents,2015,1644,non_metro,6409,6409
Visakhapatnam,total_accidents,2015,1637,non_metro,7737,7737
Agra,killed,2015,474,non_metro,2538,2538
Ahmedabad,killed,2015,328,non_metro,1298,1298
Allahabad,killed,2015,479,non_metro,1850,1850
Amritsar,killed,2015,99,non_metro,386,386
Asansol-Durgapur,killed,2015,210,non_metro,1092,1092
Aurangabad,killed,2015,170,non_metro,865,865
Bengaluru,killed,2015,713,metro,3639,3639
Bhopal,killed,2015,235,non_metro,1328,1328
Chandigarh,killed,2015,129,non_metro,513,513
Chennai,killed,2015,886,metro,4652,4652
Coimbatore,killed,2015,245,non_metro,1304,1304
Delhi,killed,2015,1622,metro,9044,9044
Dhanbad,killed,2015,48,non_metro,495,495
Faridabad,killed,2015,206,non_metro,1176,1176
Ghaziabad,killed,2015,331,non_metro,2037,2037
Gwalior,killed,2015,265,non_metro,1212,1212
Hyderabad,killed,2015,425,metro,2234,2234
Indore,killed,2015,444,non_metro,2177,2177
Jabalpur,killed,2015,365,non_metro,1544,1544
Jaipur,killed,2015,476,non_metro,2104,2104
Jamshedpur,killed,2015,157,non_metro,798,798
Jodhpur,killed,2015,297,non_metro,1429,1429
Kannur,killed,2015,67,non_metro,335,335
Kanpur,killed,2015,665,non_metro,2383,2383
Khozikode,killed,2015,159,non_metro,674,674
Kochi,killed,2015,168,non_metro,781,781
Kolkata,killed,2015,422,metro,2225,2225
Kollam,killed,2015,204,non_metro,1121,1121
Kota,killed,2015,108,non_metro,567,567
Lucknow,killed,2015,526,non_metro,2550,2550
Ludhiana,killed,2015,271,non_metro,1469,1469
Madurai,killed,2015,215,non_metro,713,713
Mallapuram,killed,2015,367,non_metro,1727,1727
Meerut,killed,2015,396,non_metro,1966,1966
Mumbai,killed,2015,611,metro,2698,2698
Nagpur,killed,2015,260,non_metro,1367,1367
Nashik,killed,2015,234,non_metro,695,695
Patna,killed,2015,261,non_metro,2284,2284
Pune,killed,2015,438,metro,1707,1707
Raipur,killed,2015,448,non_metro,1646,1646
Rajkot,killed,2015,150,non_metro,742,742
Srinagar,killed,2015,63,non_metro,318,318
Surat,killed,2015,257,non_metro,1228,1228
Thiruvananthapuram,killed,2015,164,non_metro,701,701
Thrissur,killed,2015,110,non_metro,618,618
Tiruchirapalli,killed,2015,161,non_metro,612,612
Vadodara,killed,2015,229,non_metro,972,972
Varanasi,killed,2015,203,non_metro,940,940
Vijayawada City,killed,2015,379,non_metro,1429,1429
Visakhapatnam,killed,2015,373,non_metro,1924,1924
Agra,injured,2015,650,non_metro,3868,3868
Ahmedabad,injured,2015,1722,non_metro,9055,9055
Allahabad,injured,2015,698,non_metro,2842,2842
Amritsar,injured,2015,89,non_metro,361,361
Asansol-Durgapur,injured,2015,220,non_metro,1408,1408
Aurangabad,injured,2015,670,non_metro,3188,3188
Bengaluru,injured,2015,4057,metro,21968,21968
Bhopal,injured,2015,2779,non_metro,14041,14041
Chandigarh,injured,2015,331,non_metro,1348,1348
Chennai,injured,2015,7320,metro,34003,34003
Coimbatore,injured,2015,1393,non_metro,6058,6058
Delhi,injured,2015,8258,metro,37498,37498
Dhanbad,injured,2015,137,non_metro,1062,1062
Faridabad,injured,2015,539,non_metro,2644,2644
Ghaziabad,injured,2015,668,non_metro,3509,3509
Gwalior,injured,2015,1703,non_metro,7863,7863
Hyderabad,injured,2015,2382,metro,12179,12179
Indore,injured,2015,4685,non_metro,22412,22412
Jabalpur,injured,2015,3216,non_metro,14464,14464
Jaipur,injured,2015,1661,non_metro,8430,8430
Jamshedpur,injured,2015,329,non_metro,1502,1502
Jodhpur,injured,2015,700,non_metro,2702,2702
Kannur,injured,2015,796,non_metro,4089,4089
Kanpur,injured,2015,1077,non_metro,3899,3899
Khozikode,injured,2015,1567,non_metro,5569,5569
Kochi,injured,2015,2721,non_metro,11643,11643
Kolkata,injured,2015,3329,metro,16146,16146
Kollam,injured,2015,1601,non_metro,8748,8748
Kota,injured,2015,713,non_metro,3665,3665
Lucknow,injured,2015,820,non_metro,3923,3923
Ludhiana,injured,2015,324,non_metro,1325,1325
Madurai,injured,2015,1021,non_metro,3823,3823
Mallapuram,injured,2015,3264,non_metro,16956,16956
Meerut,injured,2015,721,non_metro,3923,3923
Mumbai,injured,2015,4029,metro,21819,21819
Nagpur,injured,2015,1233,non_metro,5677,5677
Nashik,injured,2015,679,non_metro,2250,2250
Patna,injured,2015,390,non_metro,2771,2771
Pune,injured,2015,1205,metro,5715,5715
Raipur,injured,2015,1431,non_metro,5756,5756
Rajkot,injured,2015,716,non_metro,4192,4192
Srinagar,injured,2015,462,non_metro,2382,2382
Surat,injured,2015,773,non_metro,4038,4038
Thiruvananthapuram,injured,2015,2660,non_metro,9616,9616
Thrissur,injured,2015,1538,non_metro,7118,7118
Tiruchirapalli,injured,2015,873,non_metro,3204,3204
Vadodara,injured,2015,984,non_metro,5004,5004
Varanasi,injured,2015,225,non_metro,843,843
Vijayawada City,injured,2015,1548,non_metro,6036,6036
Visakhapatnam,injured,2015,1313,non_metro,6247,6247
